"","Origin","Weather","Security","LateAircraft"
"491590","ATL",0,0,0
"491591","ATL",0,0,16
"491592","ATL",0,0,18
"491593","ATL",0,0,61
"491594","ATL",0,0,60
"491595","ATL",0,0,23
"491891","ATL",0,0,0
"491892","ATL",0,0,80
"491893","ATL",0,0,89
"491894","ATL",0,0,184
"491895","ATL",0,0,46
"491896","ATL",0,0,0
"491897","ATL",0,0,18
"491898","ATL",0,0,50
"491899","ATL",0,0,0
"491900","ATL",0,0,197
"491901","ATL",0,0,63
"491903","ATL",0,0,0
"491904","ATL",0,0,66
"491905","ATL",0,0,194
"491906","ATL",0,0,0
"491907","ATL",0,0,67
"491908","ATL",0,0,0
"491909","ATL",0,0,175
"491910","ATL",0,0,77
"491911","ATL",0,0,69
"491912","ATL",0,0,83
"491913","ATL",0,0,94
"491914","ATL",0,0,0
"491915","ATL",0,0,245
"491917","ATL",0,0,101
"491918","ATL",0,0,13
"491920","ATL",0,0,0
"491921","ATL",0,0,78
"491922","ATL",0,0,179
"491923","ATL",0,0,0
"491924","ATL",0,0,61
"491925","ATL",0,0,130
"491926","ATL",0,0,116
"491928","ATL",0,0,94
"491929","ATL",0,0,0
"491930","ATL",0,0,85
"491932","ATL",0,0,191
"491933","ATL",0,0,58
"491934","ATL",0,0,0
"491935","ATL",0,0,0
"491936","ATL",0,0,0
"491937","ATL",0,0,96
"491938","ATL",0,0,40
"491939","ATL",0,0,29
"491940","ATL",0,0,113
"491941","ATL",0,0,41
"491942","ATL",0,0,0
"491943","ATL",0,0,0
"491944","ATL",0,0,10
"491945","ATL",0,0,122
"491946","ATL",0,0,113
"491947","ATL",0,0,69
"491948","ATL",0,0,0
"491949","ATL",0,0,12
"491950","ATL",0,0,0
"491951","ATL",0,0,109
"491952","ATL",22,0,0
"491953","ATL",0,0,108
"491954","ATL",0,0,0
"491955","ATL",0,0,72
"491956","ATL",0,0,19
"491957","ATL",0,0,152
"491958","ATL",0,0,87
"491959","ATL",0,0,0
"491960","ATL",0,0,29
"491961","ATL",0,0,62
"491962","ATL",0,0,0
"491963","ATL",0,0,29
"491964","ATL",0,0,0
"491965","ATL",0,0,118
"491966","ATL",0,0,137
"491967","ATL",0,0,85
"491968","ATL",0,0,47
"491969","ATL",0,0,0
"491970","ATL",0,0,98
"491971","ATL",0,0,46
"491972","ATL",0,0,0
"491978","ATL",0,0,0
"491979","ATL",0,0,0
"491980","ATL",0,0,63
"491981","ATL",0,0,0
"491982","ATL",0,0,95
"491983","ATL",0,0,160
"491984","ATL",0,0,121
"491985","ATL",0,0,183
"491986","ATL",0,0,36
"491987","ATL",0,0,38
"491988","ATL",0,0,63
"491989","ATL",0,0,0
"491990","ATL",0,0,188
"491991","ATL",36,0,0
"491992","ATL",0,0,90
"491993","ATL",0,0,49
"491994","ATL",0,0,0
"491995","ATL",0,0,0
"491996","ATL",6,0,0
"491997","ATL",0,0,114
"491998","ATL",0,0,37
"491999","ATL",0,0,0
"492000","ATL",0,0,0
"492001","ATL",0,0,11
"492002","ATL",0,0,168
"492003","ATL",0,0,121
"492004","ATL",0,0,16
"492006","ATL",0,0,75
"492007","ATL",0,0,0
"492008","ATL",0,0,144
"492009","ATL",0,0,0
"492010","ATL",0,0,29
"492012","ATL",0,0,160
"492013","ATL",0,0,0
"492014","ATL",0,0,18
"492015","ATL",0,0,8
"492016","ATL",0,0,91
"492018","ATL",0,0,20
"492019","ATL",0,0,166
"492020","ATL",0,0,300
"492021","ATL",0,0,0
"492022","ATL",0,0,76
"492023","ATL",0,0,0
"492024","ATL",0,0,200
"492025","ATL",0,0,0
"492026","ATL",0,0,0
"492027","ATL",0,0,170
"492028","ATL",0,0,263
"492029","ATL",0,0,140
"492030","ATL",0,0,0
"492031","ATL",0,0,122
"492032","ATL",31,0,0
"492033","ATL",0,0,75
"492034","ATL",0,0,142
"492035","ATL",0,0,135
"492036","ATL",0,0,0
"492037","ATL",0,0,194
"492038","ATL",0,0,159
"492039","ATL",0,0,180
"492040","ATL",0,0,0
"492041","ATL",0,0,0
"492042","ATL",0,0,58
"492043","ATL",0,0,0
"492044","ATL",0,0,0
"492045","ATL",0,0,11
"492046","ATL",0,0,81
"492047","ATL",0,0,201
"492048","ATL",0,0,174
"492049","ATL",0,0,12
"492050","ATL",0,0,179
"492051","ATL",0,0,183
"492052","ATL",0,0,135
"492053","ATL",0,0,18
"492054","ATL",0,0,97
"492055","ATL",0,0,56
"492057","ATL",0,0,47
"492058","ATL",10,0,0
"492059","ATL",0,0,0
"492060","ATL",0,0,60
"492061","ATL",0,0,86
"492062","ATL",0,0,20
"492063","ATL",0,0,0
"492064","ATL",0,0,0
"492065","ATL",0,0,0
"492197","LAX",0,0,0
"492198","LAX",0,0,34
"492199","LAX",0,0,56
"492200","LAX",0,0,79
"492422","ATL",0,0,0
"492425","ATL",0,0,80
"492426","ATL",0,0,27
"492427","ATL",0,0,41
"492428","ATL",0,0,66
"492429","ATL",0,0,0
"492432","ATL",0,0,34
"492433","ATL",0,0,24
"492436","ATL",0,0,28
"492438","ATL",0,0,24
"492440","ATL",0,0,0
"492441","ATL",0,0,16
"492442","ATL",0,0,0
"492443","ATL",0,0,0
"492445","ATL",0,0,111
"492446","ATL",0,0,43
"492447","ATL",0,0,0
"492448","ATL",0,0,19
"492449","ATL",0,0,0
"492450","ATL",0,0,56
"492451","ATL",0,0,38
"492452","ATL",0,0,0
"492453","ATL",0,0,107
"492454","ATL",0,0,44
"492455","ATL",0,0,0
"492457","ATL",0,0,0
"492459","ATL",0,0,0
"492460","ATL",0,0,44
"492463","ATL",0,0,22
"492464","ATL",0,0,54
"492465","ATL",0,0,25
"492466","ATL",0,0,101
"492467","ATL",0,0,0
"492468","ATL",0,0,0
"492469","ATL",0,0,26
"492470","ATL",0,0,154
"492471","ATL",0,0,114
"492472","ATL",0,0,0
"492473","ATL",0,0,83
"492474","ATL",0,0,21
"492476","ATL",0,0,0
"492477","ATL",0,0,0
"492478","ATL",0,0,44
"492479","ATL",0,0,73
"492480","ATL",0,0,35
"492481","ATL",0,0,31
"492482","ATL",0,0,0
"492484","ATL",0,0,20
"492485","ATL",0,0,0
"492486","ATL",0,0,0
"492487","ATL",0,0,107
"492489","ATL",0,0,47
"492490","ATL",0,0,0
"492492","ATL",0,0,0
"492493","ATL",0,0,0
"492494","ATL",0,0,21
"492497","ATL",0,0,44
"492498","ATL",0,0,0
"492499","ATL",0,0,0
"492500","ATL",0,0,0
"492503","ATL",0,0,0
"492504","ATL",0,0,52
"492505","ATL",0,0,180
"492506","ATL",0,0,121
"492507","ATL",0,0,195
"492508","ATL",0,0,30
"492509","ATL",0,0,0
"492510","ATL",0,0,0
"492511","ATL",0,0,32
"492512","ATL",0,0,0
"492513","ATL",0,0,0
"492514","ATL",0,0,0
"492515","ATL",0,0,26
"492516","ATL",0,0,0
"492517","ATL",0,0,0
"492518","ATL",0,0,146
"492519","ATL",0,0,76
"492520","ATL",0,0,0
"492521","ATL",0,0,46
"492522","ATL",0,0,46
"492524","ATL",0,0,81
"492526","ATL",0,0,56
"492527","ATL",0,0,17
"492529","ATL",0,0,43
"492531","ATL",0,0,64
"492532","ATL",0,0,40
"492533","ATL",0,0,0
"492534","ATL",0,0,44
"492535","ATL",0,0,48
"492536","ATL",0,0,0
"492538","ATL",0,0,0
"492539","ATL",0,0,16
"492543","ATL",0,0,55
"492544","ATL",0,0,121
"492545","ATL",0,0,0
"492546","ATL",0,0,0
"492547","ATL",0,0,0
"492549","ATL",0,0,18
"492550","ATL",0,0,193
"492551","ATL",0,0,0
"492553","ATL",0,0,32
"492554","ATL",0,0,43
"492555","ATL",0,0,100
"492556","ATL",0,0,18
"492557","ATL",0,0,49
"492562","ATL",0,0,0
"492563","ATL",0,0,17
"492564","ATL",0,0,27
"492565","ATL",0,0,0
"492566","ATL",0,0,13
"492567","ATL",0,0,32
"492568","ATL",0,0,37
"492569","ATL",0,0,0
"492571","ATL",0,0,22
"492572","ATL",0,0,0
"492573","ATL",0,0,0
"492574","ATL",0,0,30
"492575","ATL",0,0,57
"492576","ATL",0,0,18
"492577","ATL",0,0,40
"492578","ATL",0,0,17
"492581","ATL",0,0,0
"492583","ATL",0,0,21
"492584","ATL",0,0,0
"492585","ATL",0,0,0
"492588","ATL",0,0,0
"492589","ATL",0,0,0
"492590","ATL",0,0,15
"492591","ATL",0,0,0
"492592","ATL",0,0,32
"492593","ATL",0,0,0
"492594","ATL",0,0,0
"492707","LAX",0,0,38
"492708","LAX",0,0,135
"492902","ATL",0,0,0
"492908","ATL",0,0,15
"492909","ATL",0,0,0
"492910","ATL",0,0,0
"492911","ATL",0,0,42
"492912","ATL",0,0,24
"492914","ATL",0,0,32
"492915","ATL",0,0,0
"492917","ATL",0,0,35
"492918","ATL",0,0,0
"492923","ATL",0,0,118
"492926","ATL",0,0,42
"492930","ATL",0,0,58
"492932","ATL",0,0,27
"492934","ATL",0,0,0
"492935","ATL",0,0,21
"492936","ATL",0,0,0
"492937","ATL",0,0,0
"492943","ATL",0,0,0
"492944","ATL",0,0,0
"492945","ATL",0,0,0
"492946","ATL",0,0,0
"492947","ATL",0,0,0
"492949","ATL",0,0,0
"492953","ATL",0,0,0
"492955","ATL",0,0,22
"492956","ATL",0,0,16
"492957","ATL",0,0,0
"492958","ATL",0,0,31
"492959","ATL",0,0,13
"492961","ATL",0,0,0
"492969","ATL",0,0,16
"492971","ATL",0,0,34
"492974","ATL",0,0,28
"492975","ATL",0,0,0
"492976","ATL",0,0,61
"492977","ATL",0,0,38
"492979","ATL",0,0,25
"492980","ATL",0,0,27
"492981","ATL",0,0,35
"492983","ATL",0,0,13
"492984","ATL",0,0,0
"492985","ATL",0,0,0
"492986","ATL",0,0,13
"492987","ATL",0,0,21
"492988","ATL",0,0,0
"492989","ATL",0,0,19
"492992","ATL",0,0,0
"492993","ATL",0,0,0
"492994","ATL",0,0,0
"492995","ATL",0,0,0
"492997","ATL",0,0,23
"492999","ATL",0,0,0
"493001","ATL",0,0,17
"493003","ATL",0,0,0
"493011","ATL",0,0,0
"493012","ATL",0,0,0
"493014","ATL",0,0,22
"493015","ATL",0,0,0
"493017","ATL",0,0,0
"493019","ATL",0,0,47
"493021","ATL",0,0,25
"493023","ATL",0,0,89
"493024","ATL",0,0,21
"493027","ATL",0,0,0
"493028","ATL",0,0,15
"493030","ATL",0,0,25
"493031","ATL",0,0,0
"493034","ATL",0,0,0
"493035","ATL",0,0,45
"493036","ATL",0,0,0
"493227","ATL",0,0,0
"493228","ATL",0,0,25
"493231","ATL",0,0,14
"493232","ATL",0,0,0
"493233","ATL",0,0,0
"493234","ATL",0,0,8
"493235","ATL",0,0,0
"493237","ATL",0,0,32
"493239","ATL",0,0,0
"493241","ATL",0,0,0
"493243","ATL",0,0,29
"493246","ATL",0,0,0
"493248","ATL",0,0,0
"493251","ATL",0,0,231
"493253","ATL",0,0,0
"493255","ATL",0,0,0
"493259","ATL",0,0,0
"493261","ATL",0,0,0
"493263","ATL",0,0,50
"493264","ATL",0,0,45
"493265","ATL",0,0,39
"493267","ATL",0,0,63
"493270","ATL",0,0,20
"493271","ATL",0,0,15
"493273","ATL",0,0,0
"493274","ATL",0,0,0
"493275","ATL",0,0,6
"493277","ATL",0,0,0
"493279","ATL",0,0,62
"493281","ATL",0,0,0
"493284","ATL",0,0,0
"493288","ATL",0,0,20
"493291","ATL",0,0,95
"493293","ATL",0,0,15
"493296","ATL",0,0,0
"493297","ATL",0,0,0
"493300","ATL",0,0,27
"493417","ATL",0,0,0
"493419","ATL",0,0,0
"493420","ATL",0,0,0
"493421","ATL",0,0,46
"493426","ATL",0,0,40
"493432","ATL",0,0,61
"493433","ATL",0,0,0
"493434","ATL",0,0,0
"493436","ATL",0,0,52
"493437","ATL",0,0,19
"493438","ATL",0,0,48
"493440","ATL",0,0,0
"493441","ATL",0,0,13
"493442","ATL",0,0,0
"493444","ATL",0,0,0
"493449","ATL",0,0,0
"493450","ATL",0,0,16
"493451","ATL",0,0,0
"493452","ATL",0,0,0
"493453","ATL",0,0,0
"493454","ATL",0,0,15
"493456","ATL",0,0,30
"493457","ATL",0,0,17
"493459","ATL",0,0,52
"493460","ATL",0,0,0
"493462","ATL",0,0,0
"493463","ATL",0,0,0
"493465","ATL",0,0,0
"493467","ATL",0,0,54
"493470","ATL",0,0,0
"493474","ATL",0,0,0
"493475","ATL",0,0,0
"493476","ATL",0,0,0
"493477","ATL",0,0,0
"493478","ATL",0,0,49
"493481","ATL",0,0,10
"493482","ATL",0,0,0
"493483","ATL",0,0,0
"493626","ATL",0,0,0
"493628","ATL",0,0,9
"493631","ATL",0,0,13
"493633","ATL",0,0,38
"493634","ATL",0,0,0
"493637","ATL",0,0,0
"493638","ATL",0,0,0
"493641","ATL",0,0,0
"493642","ATL",0,0,31
"493644","ATL",0,0,0
"493646","ATL",0,0,36
"493650","ATL",0,0,44
"493651","ATL",0,0,0
"493652","ATL",0,0,0
"493653","ATL",0,0,23
"493656","ATL",0,0,0
"493664","ATL",0,0,61
"493665","ATL",0,0,0
"493666","ATL",0,0,29
"493667","ATL",0,0,20
"493668","ATL",0,0,0
"493670","ATL",0,0,0
"493711","LAX",0,0,16
"493756","ATL",0,0,24
"493759","ATL",0,0,20
"493761","ATL",0,0,102
"493762","ATL",32,0,0
"493763","ATL",0,0,0
"493765","ATL",56,0,0
"493768","ATL",53,0,0
"493769","ATL",65,0,0
"493771","ATL",0,0,64
"493773","ATL",0,0,0
"493774","ATL",34,0,0
"493777","ATL",0,0,0
"493778","ATL",0,0,31
"493779","ATL",0,0,36
"493780","ATL",0,0,87
"493781","ATL",0,0,76
"493783","ATL",0,0,54
"493784","ATL",0,0,0
"493785","ATL",0,0,10
"493787","ATL",0,0,43
"493788","ATL",0,0,0
"493789","ATL",0,0,36
"493790","ATL",48,0,0
"493791","ATL",31,0,0
"493792","ATL",0,0,17
"493794","ATL",0,0,0
"493795","ATL",40,0,0
"493796","ATL",0,0,44
"493797","ATL",0,0,10
"493798","ATL",0,0,47
"493799","ATL",26,0,0
"493801","ATL",56,0,0
"493803","ATL",0,0,32
"493804","ATL",62,0,0
"493805","ATL",0,0,15
"493806","ATL",0,0,10
"493807","ATL",0,0,18
"493808","ATL",0,0,0
"493809","ATL",0,0,0
"493810","ATL",0,0,0
"493811","ATL",0,0,0
"493812","ATL",0,0,0
"493814","ATL",0,0,63
"493815","ATL",0,0,54
"493816","ATL",0,0,0
"493818","ATL",0,0,0
"493819","ATL",0,0,15
"493820","ATL",0,0,0
"493821","ATL",0,0,18
"493822","ATL",0,0,104
"493823","ATL",0,0,0
"493824","ATL",31,0,0
"493826","ATL",0,0,29
"493827","ATL",0,0,10
"493829","ATL",27,0,0
"493831","ATL",0,0,0
"493832","ATL",32,0,0
"493834","ATL",0,0,0
"493835","ATL",0,0,0
"493836","ATL",0,0,0
"493838","ATL",0,0,52
"493839","ATL",0,0,0
"493840","ATL",58,0,0
"493841","ATL",0,0,0
"493842","ATL",0,0,21
"493843","ATL",0,0,85
"493844","ATL",0,0,0
"493845","ATL",0,0,0
"493846","ATL",0,0,81
"493848","ATL",0,0,0
"493849","ATL",0,0,93
"493850","ATL",0,0,45
"493852","ATL",0,0,25
"493853","ATL",0,0,0
"493856","ATL",0,0,14
"493857","ATL",28,0,0
"493858","ATL",0,0,0
"493859","ATL",0,0,26
"493860","ATL",0,0,34
"493861","ATL",0,0,9
"493862","ATL",0,0,0
"493863","ATL",0,0,89
"493864","ATL",0,0,0
"493865","ATL",0,0,19
"493866","ATL",0,0,0
"493867","ATL",0,0,0
"493869","ATL",0,0,0
"493870","ATL",0,0,0
"493871","ATL",0,0,33
"493873","ATL",0,0,0
"493875","ATL",0,0,44
"494021","ATL",0,0,136
"494022","ATL",0,0,0
"494023","ATL",0,0,11
"494024","ATL",0,0,119
"494025","ATL",0,0,8
"494026","ATL",0,0,0
"494027","ATL",0,0,87
"494028","ATL",0,0,319
"494029","ATL",0,0,167
"494030","ATL",0,0,174
"494031","ATL",0,0,151
"494033","ATL",0,0,0
"494034","ATL",0,0,0
"494035","ATL",0,0,0
"494037","ATL",0,0,53
"494038","ATL",0,0,52
"494039","ATL",0,0,0
"494040","ATL",0,0,137
"494041","ATL",0,0,57
"494043","ATL",0,0,15
"494044","ATL",0,0,100
"494045","ATL",0,0,180
"494046","ATL",0,0,149
"494047","ATL",0,0,0
"494048","ATL",0,0,61
"494050","ATL",0,0,219
"494051","ATL",0,0,134
"494052","ATL",0,0,0
"494053","ATL",0,0,24
"494054","ATL",0,0,0
"494055","ATL",0,0,8
"494056","ATL",0,0,11
"494057","ATL",0,0,319
"494058","ATL",0,0,283
"494059","ATL",0,0,175
"494060","ATL",0,0,99
"494061","ATL",0,0,22
"494062","ATL",0,0,177
"494063","ATL",0,0,227
"494064","ATL",0,0,22
"494065","ATL",24,0,0
"494067","ATL",0,0,0
"494068","ATL",0,0,39
"494069","ATL",0,0,0
"494070","ATL",0,0,198
"494071","ATL",0,0,0
"494072","ATL",0,0,127
"494073","ATL",0,0,0
"494074","ATL",0,0,0
"494075","ATL",0,0,26
"494076","ATL",0,0,0
"494077","ATL",0,0,0
"494079","ATL",0,0,206
"494080","ATL",0,0,27
"494081","ATL",0,0,28
"494082","ATL",0,0,104
"494083","ATL",0,0,10
"494084","ATL",19,0,0
"494086","ATL",0,0,11
"494087","ATL",0,0,172
"494088","ATL",0,0,0
"494089","ATL",0,0,14
"494090","ATL",0,0,52
"494091","ATL",0,0,100
"494093","ATL",0,0,204
"494094","ATL",0,0,0
"494095","ATL",0,0,0
"494096","ATL",0,0,54
"494097","ATL",0,0,25
"494098","ATL",0,0,228
"494099","ATL",0,0,59
"494100","ATL",0,0,125
"494101","ATL",0,0,7
"494102","ATL",0,0,22
"494103","ATL",0,0,0
"494104","ATL",0,0,102
"494105","ATL",0,0,237
"494106","ATL",0,0,95
"494107","ATL",0,0,0
"494109","ATL",0,0,16
"494110","ATL",0,0,35
"494111","ATL",0,0,97
"494112","ATL",0,0,0
"494113","ATL",0,0,0
"494114","ATL",0,0,0
"494115","ATL",0,0,132
"494116","ATL",0,0,0
"494118","ATL",0,0,28
"494119","ATL",0,0,185
"494120","ATL",0,0,139
"494121","ATL",0,0,0
"494122","ATL",0,0,71
"494123","ATL",0,0,22
"494124","ATL",0,0,193
"494125","ATL",0,0,83
"494126","ATL",0,0,0
"494128","ATL",0,0,338
"494129","ATL",0,0,79
"494131","ATL",0,0,82
"494132","ATL",0,0,161
"494133","ATL",0,0,125
"494136","ATL",45,0,0
"494137","ATL",0,0,0
"494138","ATL",0,0,0
"494139","ATL",0,0,14
"494140","ATL",0,0,238
"494141","ATL",0,0,46
"494142","ATL",0,0,0
"494143","ATL",0,0,20
"494144","ATL",0,0,57
"494145","ATL",0,0,47
"494146","ATL",0,0,187
"494147","ATL",0,0,94
"494148","ATL",0,0,165
"494149","ATL",0,0,0
"494150","ATL",0,0,250
"494151","ATL",0,0,0
"494152","ATL",0,0,0
"494153","ATL",0,0,239
"494154","ATL",0,0,0
"494155","ATL",25,0,0
"494156","ATL",0,0,193
"494157","ATL",0,0,216
"494159","ATL",0,0,215
"494161","ATL",0,0,0
"494162","ATL",0,0,274
"494163","ATL",0,0,105
"494164","ATL",0,0,217
"494166","ATL",0,0,81
"494167","ATL",0,0,177
"494168","ATL",0,0,74
"494169","ATL",0,0,23
"494170","ATL",0,0,0
"494171","ATL",0,0,0
"494173","ATL",0,0,233
"494174","ATL",0,0,100
"494175","ATL",34,0,0
"494176","ATL",0,0,218
"494177","ATL",0,0,161
"494178","ATL",0,0,22
"494179","ATL",0,0,22
"494180","ATL",0,0,0
"494181","ATL",0,0,201
"494182","ATL",0,0,181
"494183","ATL",0,0,179
"494184","ATL",0,0,52
"494305","LAX",0,0,28
"494306","LAX",0,0,22
"494449","ATL",0,0,0
"494450","ATL",0,0,0
"494452","ATL",0,0,11
"494454","ATL",0,0,0
"494455","ATL",0,0,0
"494458","ATL",0,0,23
"494460","ATL",0,0,60
"494461","ATL",0,0,25
"494462","ATL",0,0,33
"494463","ATL",0,0,0
"494464","ATL",0,0,0
"494466","ATL",0,0,0
"494467","ATL",0,0,24
"494469","ATL",0,0,79
"494470","ATL",0,0,0
"494472","ATL",0,0,0
"494473","ATL",0,0,55
"494474","ATL",0,0,0
"494475","ATL",0,0,0
"494478","ATL",0,0,46
"494479","ATL",0,0,107
"494480","ATL",0,0,27
"494481","ATL",0,0,0
"494483","ATL",0,0,0
"494484","ATL",0,0,0
"494485","ATL",0,0,0
"494488","ATL",0,0,42
"494489","ATL",0,0,0
"494490","ATL",0,0,0
"494491","ATL",0,0,11
"494494","ATL",0,0,48
"494495","ATL",0,0,47
"494496","ATL",0,0,0
"494501","ATL",0,0,48
"494502","ATL",0,0,10
"494503","ATL",0,0,30
"494507","ATL",0,0,0
"494508","ATL",0,0,46
"494509","ATL",0,0,0
"494510","ATL",0,0,0
"494511","ATL",0,0,0
"494512","ATL",0,0,0
"494513","ATL",0,0,24
"494514","ATL",0,0,0
"494515","ATL",0,0,36
"494516","ATL",0,0,47
"494517","ATL",0,0,54
"494518","ATL",0,0,21
"494519","ATL",0,0,26
"494520","ATL",0,0,17
"494522","ATL",0,0,32
"494523","ATL",0,0,51
"494524","ATL",0,0,17
"494525","ATL",0,0,14
"494527","ATL",0,0,13
"494528","ATL",0,0,15
"494532","ATL",0,0,0
"494533","ATL",0,0,0
"494534","ATL",0,0,20
"494535","ATL",0,0,137
"494705","ATL",0,0,0
"494706","ATL",0,0,53
"494710","ATL",0,0,28
"494711","ATL",0,0,7
"494712","ATL",0,0,22
"494713","ATL",0,0,0
"494715","ATL",0,0,0
"494716","ATL",0,0,36
"494720","ATL",0,0,38
"494721","ATL",0,0,17
"494722","ATL",0,0,12
"494723","ATL",0,0,7
"494724","ATL",0,0,0
"494725","ATL",0,0,23
"494726","ATL",0,0,17
"494728","ATL",0,0,0
"494729","ATL",0,0,23
"494730","ATL",0,0,18
"494731","ATL",0,0,20
"494732","ATL",0,0,34
"494735","ATL",0,0,0
"494736","ATL",0,0,0
"494738","ATL",0,0,0
"494741","ATL",0,0,0
"494742","ATL",0,0,25
"494744","ATL",0,0,18
"494745","ATL",0,0,49
"494747","ATL",0,0,0
"494748","ATL",0,0,0
"494749","ATL",0,0,0
"494750","ATL",0,0,0
"494751","ATL",0,0,0
"494752","ATL",0,0,0
"494753","ATL",0,0,0
"494754","ATL",0,0,74
"494755","ATL",0,0,66
"494757","ATL",0,0,0
"494758","ATL",0,0,8
"494760","ATL",0,0,49
"494761","ATL",0,0,19
"494763","ATL",0,0,56
"494764","ATL",0,0,0
"494765","ATL",0,0,0
"494769","ATL",0,0,0
"494771","ATL",0,0,0
"494772","ATL",0,0,10
"494773","ATL",0,0,18
"494778","ATL",0,0,40
"494781","ATL",0,0,11
"494782","ATL",0,0,21
"494785","ATL",0,0,0
"494787","ATL",0,0,0
"494789","ATL",0,0,22
"494792","ATL",0,0,21
"494797","ATL",0,0,22
"494798","ATL",0,0,0
"494799","ATL",0,0,11
"494800","ATL",0,0,0
"494801","ATL",0,0,0
"494802","ATL",0,0,12
"494804","ATL",0,0,0
"494866","LAX",0,0,42
"494963","ATL",0,0,0
"494965","ATL",0,0,0
"494968","ATL",0,0,20
"494970","ATL",0,0,0
"494973","ATL",0,0,22
"494975","ATL",0,0,0
"494976","ATL",0,0,41
"494978","ATL",0,0,22
"494979","ATL",0,0,17
"494980","ATL",0,0,16
"494981","ATL",0,0,0
"494982","ATL",0,0,0
"494983","ATL",0,0,0
"494984","ATL",0,0,0
"494987","ATL",0,0,19
"494990","ATL",0,0,0
"494991","ATL",0,0,0
"494993","ATL",0,0,49
"494994","ATL",0,0,21
"494995","ATL",0,0,0
"494997","ATL",0,0,31
"494998","ATL",0,0,0
"494999","ATL",0,0,22
"495000","ATL",0,0,27
"495006","ATL",0,0,0
"495008","ATL",0,0,26
"495010","ATL",0,0,23
"495011","ATL",0,0,46
"495013","ATL",0,0,16
"495015","ATL",0,0,0
"495017","ATL",0,0,53
"495018","ATL",0,0,17
"495019","ATL",0,0,29
"495020","ATL",0,0,0
"495021","ATL",0,0,35
"495023","ATL",0,0,0
"495024","ATL",0,0,32
"495025","ATL",0,0,0
"495026","ATL",0,0,143
"495027","ATL",0,0,0
"495029","ATL",0,0,28
"495032","ATL",0,0,16
"495033","ATL",0,0,22
"495038","ATL",0,0,0
"495040","ATL",0,0,31
"495041","ATL",0,0,38
"495043","ATL",0,0,0
"495045","ATL",0,0,31
"495046","ATL",0,0,23
"495047","ATL",0,0,0
"495050","ATL",0,0,0
"495051","ATL",0,0,46
"495053","ATL",0,0,48
"495157","ATL",0,0,0
"495158","ATL",0,0,98
"495160","ATL",0,0,159
"495161","ATL",0,0,174
"495163","ATL",0,0,59
"495164","ATL",0,0,41
"495166","ATL",0,0,18
"495167","ATL",0,0,46
"495168","ATL",0,0,21
"495171","ATL",0,0,97
"495172","ATL",0,0,68
"495173","ATL",0,0,38
"495174","ATL",0,0,0
"495175","ATL",0,0,41
"495176","ATL",0,0,35
"495177","ATL",0,0,0
"495178","ATL",0,0,40
"495179","ATL",0,0,60
"495182","ATL",0,0,29
"495183","ATL",0,0,83
"495184","ATL",0,0,73
"495185","ATL",0,0,96
"495186","ATL",0,0,121
"495187","ATL",0,0,30
"495188","ATL",0,0,54
"495190","ATL",0,0,74
"495191","ATL",0,0,17
"495192","ATL",0,0,66
"495194","ATL",0,0,57
"495195","ATL",0,0,51
"495196","ATL",0,0,63
"495197","ATL",0,0,159
"495198","ATL",0,0,86
"495200","ATL",0,0,0
"495201","ATL",0,0,41
"495202","ATL",0,0,47
"495203","ATL",0,0,0
"495204","ATL",0,0,173
"495205","ATL",0,0,50
"495207","ATL",0,0,18
"495208","ATL",0,0,0
"495209","ATL",0,0,61
"495210","ATL",0,0,61
"495211","ATL",0,0,112
"495212","ATL",0,0,0
"495213","ATL",0,0,35
"495214","ATL",0,0,69
"495215","ATL",0,0,0
"495216","ATL",0,0,0
"495217","ATL",0,0,107
"495218","ATL",0,0,0
"495219","ATL",0,0,38
"495220","ATL",0,0,87
"495221","ATL",0,0,63
"495222","ATL",0,0,6
"495223","ATL",0,0,25
"495224","ATL",0,0,88
"495225","ATL",0,0,105
"495227","ATL",0,0,90
"495229","ATL",0,0,46
"495230","ATL",0,0,0
"495231","ATL",0,0,0
"495233","ATL",0,0,0
"495234","ATL",0,0,210
"495235","ATL",0,0,158
"495236","ATL",0,0,156
"495237","ATL",0,0,185
"495238","ATL",0,0,67
"495239","ATL",0,0,67
"495240","ATL",0,0,119
"495241","ATL",0,0,40
"495242","ATL",0,0,0
"495243","ATL",0,0,0
"495244","ATL",0,0,74
"495245","ATL",0,0,53
"495246","ATL",0,0,0
"495247","ATL",0,0,0
"495248","ATL",0,0,83
"495249","ATL",0,0,0
"495250","ATL",0,0,23
"495251","ATL",0,0,50
"495252","ATL",0,0,65
"495253","ATL",0,0,66
"495254","ATL",0,0,55
"495255","ATL",0,0,83
"495257","ATL",0,0,21
"495258","ATL",0,0,82
"495259","ATL",0,0,0
"495260","ATL",0,0,59
"495261","ATL",0,0,52
"495263","ATL",0,0,0
"495265","ATL",0,0,97
"495266","ATL",0,0,19
"495267","ATL",0,0,0
"495269","ATL",0,0,58
"495270","ATL",0,0,68
"495271","ATL",0,0,157
"495272","ATL",0,0,0
"495273","ATL",0,0,0
"495274","ATL",0,0,96
"495275","ATL",0,0,154
"495276","ATL",0,0,82
"495278","ATL",0,0,65
"495279","ATL",0,0,65
"495280","ATL",0,0,0
"495281","ATL",0,0,48
"495282","ATL",0,0,34
"495283","ATL",0,0,12
"495284","ATL",0,0,62
"495285","ATL",0,0,76
